Contingency	Contingency	evocation	sorcerer/wizard 6	at least 10 minutes; see text	V, S, M (quicksilver and an eyelash of a spell-using creature), F (ivory statuette of you worth 1,500 gp)	personal	you	1 day/level (D) or until discharged	none	none	"<h>Normal Use</h><p>You can place another spell upon your person so that it comes into effect under some condition you dictate when casting <i>contingency</i>. The <i>contingency </i>spell and the companion spell are cast at the same time. The 10-minute casting time is the minimum total for both castings; if the companion spell has a casting time longer than 10 minutes, use that instead. You must pay any costs associated with the companion spell when you cast <i>contingency.</i></p><p>The spell to be brought into effect by the <i>contingency </i>must be one that affects your person and be of a spell level no higher than one-third your caster level (rounded down, maximum 6th level).</p><p>The conditions needed to bring the spell into effect must be clear, although they can be general. In all cases, the <i>contingency </i>immediately brings into effect the companion spell, the latter being ""cast"" instantaneously when the prescribed circumstances occur. If complicated or convoluted conditions are prescribed, the whole spell combination (<i>contingency </i>and the companion magic) may fail when triggered. The companion spell occurs based solely on the stated conditions, regardless of whether you want it to.</p><p>You can use only one <i>contingency </i>spell at a time; if a second is cast, the first one (if still active) is dispelled.</p>"	<h>Mythic Enhanced</h><p>You can cast this spell on yourself or another willing creature as if the spell had a range of touch. A companion spell placed on another creature must be a spell from you, not from the creature, and affects that creature when triggered. The target can have only one <i>contingency</i> spell upon it at a time unless it also knows <i>mythic contingency</i>. The number of companion spells you can have on yourself is equal to 1 + half your tier.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the casting time changes to 1 full round plus the casting time of the companion spell, but the duration of <i>mythic contingency</i> decreases to 1 hour per level or until discharged.</p>	"<h>Normal Use</h><p>You can place another spell upon your person so that it comes into effect under some condition you dictate when casting <i>contingency</i>. The <i>contingency </i>spell and the companion spell are cast at the same time. The 10-minute casting time is the minimum total for both castings; if the companion spell has a casting time longer than 10 minutes, use that instead. You must pay any costs associated with the companion spell when you cast <i>contingency.</i></p><p>The spell to be brought into effect by the <i>contingency </i>must be one that affects your person and be of a spell level no higher than one-third your caster level (rounded down, maximum 6th level).</p><p>The conditions needed to bring the spell into effect must be clear, although they can be general. In all cases, the <i>contingency </i>immediately brings into effect the companion spell, the latter being ""cast"" instantaneously when the prescribed circumstances occur. If complicated or convoluted conditions are prescribed, the whole spell combination (<i>contingency </i>and the companion magic) may fail when triggered. The companion spell occurs based solely on the stated conditions, regardless of whether you want it to.</p><p>You can use only one <i>contingency </i>spell at a time; if a second is cast, the first one (if still active) is dispelled.</p><h>Mythic Enhanced</h><p>You can cast this spell on yourself or another willing creature as if the spell had a range of touch. A companion spell placed on another creature must be a spell from you, not from the creature, and affects that creature when triggered. The target can have only one <i>contingency</i> spell upon it at a time unless it also knows <i>mythic contingency</i>. The number of companion spells you can have on yourself is equal to 1 + half your tier.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the casting time changes to 1 full round plus the casting time of the companion spell, but the duration of <i>mythic contingency</i> decreases to 1 hour per level or until discharged.</p>"
Cup of Dust	Cup of Dust	transmutation	druid 3, witch 3	1 standard action	V, S, M (a pinch of dust)	close (25 ft. + 5 ft./2 levels)	one creature	1 day/level (D)	Fortitude negates	yes	<h>Normal Use</h><p>You curse the target with a thirst no drink can quench. On a failed saving throw, the target begins to dehydrate. The effects of this spell cannot inflict more nonlethal damage than the target has hit points. No amount of drinking can counter this effect, although the target still experiences the other normal effects of any liquid imbibed (such as poisons or potions). <i>Cup of dust </i>can be removed with a <i>break enchantment, limited wish, miracle, remove curse, </i>or <i>wish</i> spell, but effects suffered as a result of dehydration must be healed by normal means.</p>	<h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist dehydration as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires drinking, such as potions and elixirs (though these are still used up when the target drinks them).</p>	<h>Normal Use</h><p>You curse the target with a thirst no drink can quench. On a failed saving throw, the target begins to dehydrate. The effects of this spell cannot inflict more nonlethal damage than the target has hit points. No amount of drinking can counter this effect, although the target still experiences the other normal effects of any liquid imbibed (such as poisons or potions). <i>Cup of dust </i>can be removed with a <i>break enchantment, limited wish, miracle, remove curse, </i>or <i>wish</i> spell, but effects suffered as a result of dehydration must be healed by normal means.</p><h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal damage per tier. Add your tier to the DC of any further Constitution checks the target attempts to resist dehydration as part of this spell's effects. While the curse is in effect, the target gains no benefit from any spell, effect, or item that requires drinking, such as potions and elixirs (though these are still used up when the target drinks them).</p>
Cure Critical Wounds	Cure Critical Wounds	conjuration (healing)	bard 4, cleric 4, druid 5	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 4d8 points of damage + 1 point per caster level (maximum +20).</p>	<h>Mythic Enhanced</h><p>The damage cured increases to 8d8 points of damage + 2 points per caster level (maximum +40). The spell cures up to 4 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 4d8 points of damage + 1 point per caster level (maximum +20).</p><h>Mythic Enhanced</h><p>The damage cured increases to 8d8 points of damage + 2 points per caster level (maximum +40). The spell cures up to 4 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Cure Moderate Wounds	Cure Moderate Wounds	conjuration (healing)	bard 2, cleric 2, druid 3, paladin 3, ranger 3	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 2d8 points of damage + 1 point per caster level (maximum +10).</p>	<h>Mythic Enhanced</h><p>The damage cured increases to 4d8 points of damage + 2 points per caster level (maximum +20). The spell cures up to 2 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 2d8 points of damage + 1 point per caster level (maximum +10).</p><h>Mythic Enhanced</h><p>The damage cured increases to 4d8 points of damage + 2 points per caster level (maximum +20). The spell cures up to 2 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Cure Serious Wounds	Cure Serious Wounds	conjuration (healing)	bard 3, cleric 3, druid 4, paladin 4, ranger 4	1 standard action	V, S	touch	creature touched	instantaneous	Will half (harmless); see text	yes (harmless); see text	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 3d8 points of damage + 1 point per caster level (maximum +15).</p>	<h>Mythic Enhanced</h><p>The damage cured increases to 6d8 points of damage + 2 points per caster level (maximum +30). The spell cures up to 3 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>	<h>Normal Use</h><p>This spell functions like <i>cure light wounds</i>, except that it cures 3d8 points of damage + 1 point per caster level (maximum +15).</p><h>Mythic Enhanced</h><p>The damage cured increases to 6d8 points of damage + 2 points per caster level (maximum +30). The spell cures up to 3 points of ability damage if the target is a living creature. The target chooses what types of ability damage are cured.</p>
Damnation Stride	Damnation Stride	conjuration (teleportation) [fire]	sorcerer/wizard 5, summoner 4, witch 5	1 standard action	V	long (400 ft. + 40 ft./level)	you (teleportation) and creatures within a 10-foot-radius burst (burst of flame) (see text)	instantaneous	Reflex half, see text	no	<h>Normal Use</h><p>This spell functions like <i>dimension door</i>, except you leave behind a burst of fire. Choose one corner of your starting square. A 10-foot-radius burst of flame explodes from that corner the moment you leave, dealing 4d6 points of fire damage.</p>	<h>Mythic Enhanced</h><p>The burst of fire created reeks of sulfur and brimstone and also acts like <i>stinking cloud</i> (with the same duration as that spell and a separate Fortitude save).</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, you bring one unwilling adjacent creature with you. You may bring additional creatures, but each must be adjacent to you and each requires you to expend one additional use of mythic power. These creatures must first attempt a saving throw against the burst of flame and <i>stinking cloud</i>, then can attempt a Will saving throw to resist being teleported with you.</p>	<h>Normal Use</h><p>This spell functions like <i>dimension door</i>, except you leave behind a burst of fire. Choose one corner of your starting square. A 10-foot-radius burst of flame explodes from that corner the moment you leave, dealing 4d6 points of fire damage.</p><h>Mythic Enhanced</h><p>The burst of fire created reeks of sulfur and brimstone and also acts like <i>stinking cloud</i> (with the same duration as that spell and a separate Fortitude save).</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, you bring one unwilling adjacent creature with you. You may bring additional creatures, but each must be adjacent to you and each requires you to expend one additional use of mythic power. These creatures must first attempt a saving throw against the burst of flame and <i>stinking cloud</i>, then can attempt a Will saving throw to resist being teleported with you.</p>
Deep Slumber	Deep Slumber	enchantment (compulsion) [mind-affecting]	bard 3, sorcerer/wizard 3	1 round	V, S, M (fine sand, rose petals, or a live cricket)	close (25 ft. + 5 ft./2 levels)	one or more living creatures within a 10-ft.-radius burst	1 min./level	Will negates	yes	<h>Normal Use</h><p>This spell functions like <i>sleep, </i>except that it affects 10 HD of targets.</p>	<h>Mythic Enhanced</h><p>This spell works like <i>mythic sleep</i>, except that it affects up to 20 Hit Dice of creatures. Alternatively, you may target one creature rather than an area, increasing the duration to 1 hour per level.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, creatures affected by the spell can be awakened only by mythic effects. If you're 5th tier and expend three uses of mythic power, the duration increases to 10 years per tier. If you're 5th tier and expend four uses of mythic power, the spell has both augmented effects. Creatures sleeping for years because of this spell age and breathe as normal, but don't need to eat or drink while the spell lasts.</p>	<h>Normal Use</h><p>This spell functions like <i>sleep, </i>except that it affects 10 HD of targets.</p><h>Mythic Enhanced</h><p>This spell works like <i>mythic sleep</i>, except that it affects up to 20 Hit Dice of creatures. Alternatively, you may target one creature rather than an area, increasing the duration to 1 hour per level.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, creatures affected by the spell can be awakened only by mythic effects. If you're 5th tier and expend three uses of mythic power, the duration increases to 10 years per tier. If you're 5th tier and expend four uses of mythic power, the spell has both augmented effects. Creatures sleeping for years because of this spell age and breathe as normal, but don't need to eat or drink while the spell lasts.</p>
Desecrate	Desecrate	evocation [evil]	cleric 2	1 standard action	V, S, M (a vial of unholy water and 25 gp worth (5 pounds) of silver dust, all of which must be sprinkled around the area), DF	close (25 ft. + 5 ft./2 levels)	20-ft.-radius emanation	2 hours/level	none	yes	<h>Normal Use</h><p>This spell imbues an area with negative energy. The DC to resist negative channeled energy within this area gains a +3 profane bonus. Every undead creature entering a <i>desecrated </i>area gains a +1 profane bonus on all attack rolls, damage rolls, and saving throws. An undead creature created within or summoned into such an area gains +1 hit points per HD.</p><p>If the <i>desecrated </i>area contains an altar, shrine, or other permanent fixture dedicated to your deity or aligned higher power, the modifiers given above are doubled (+6 profane bonus to negative channeled energy DCs, +2 profane bonus and +2 hit points per HD for undead created in the area).</p><p>Furthermore, anyone who casts <i>animate dead </i>within this area may create as many as double the normal amount of undead (that is, 4 HD per caster level rather than 2 HD per caster level).</p><p>If the area contains an altar, shrine, or other permanent fixture of a deity, pantheon, or higher power other than your patron, the <i>desecrate </i>spell instead curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above.</p><p><i>Desecrate </i>counters and dispels <i>consecrate</i>.</p>	<h>Mythic Enhanced</h><p>Select one alignment component that you have (chaotic, evil, or lawful). Outsiders with the opposite alignment subtype of the chosen alignment component take a -1 penalty on attack rolls, damage rolls, and saves in the area.</p>	<h>Normal Use</h><p>This spell imbues an area with negative energy. The DC to resist negative channeled energy within this area gains a +3 profane bonus. Every undead creature entering a <i>desecrated </i>area gains a +1 profane bonus on all attack rolls, damage rolls, and saving throws. An undead creature created within or summoned into such an area gains +1 hit points per HD.</p><p>If the <i>desecrated </i>area contains an altar, shrine, or other permanent fixture dedicated to your deity or aligned higher power, the modifiers given above are doubled (+6 profane bonus to negative channeled energy DCs, +2 profane bonus and +2 hit points per HD for undead created in the area).</p><p>Furthermore, anyone who casts <i>animate dead </i>within this area may create as many as double the normal amount of undead (that is, 4 HD per caster level rather than 2 HD per caster level).</p><p>If the area contains an altar, shrine, or other permanent fixture of a deity, pantheon, or higher power other than your patron, the <i>desecrate </i>spell instead curses the area, cutting off its connection with the associated deity or power. This secondary function, if used, does not also grant the bonuses and penalties relating to undead, as given above.</p><p><i>Desecrate </i>counters and dispels <i>consecrate</i>.</p><h>Mythic Enhanced</h><p>Select one alignment component that you have (chaotic, evil, or lawful). Outsiders with the opposite alignment subtype of the chosen alignment component take a -1 penalty on attack rolls, damage rolls, and saves in the area.</p>
Divine Pursuit	Divine Pursuit	transmutation	inquisitor 5	1 standard action	V, S	personal	you	1 minute/level; see text	none	none	<h>Normal Use</h><p>Select one creature within 60 feet that you have damaged. If that creature has a burrow, climb, fly, or swim speed, you gain that form of movement for the duration of the spell at the same speed and maneuverability as the selected creature. If this gives you the burrow or swim speed, you can breathe while burrowing or swimming. If the creature moves 1,000 feet or more from you, the spell ends. If the creature has more than one of these types of movement, you select one from the types available to the creature.</p>	<h>Mythic Enhanced</h><p>The speed of the movement form provided by the spell increases by 30 feet. This adjustment is treated as an enhancement bonus. You gain a bonus on Perception and Survival skill checks attempted against the selected creature. This is a sacred bonus if you're good or a profane bonus if you're evil; if you're neutral, choose either the sacred or profane bonus.</p>	<h>Normal Use</h><p>Select one creature within 60 feet that you have damaged. If that creature has a burrow, climb, fly, or swim speed, you gain that form of movement for the duration of the spell at the same speed and maneuverability as the selected creature. If this gives you the burrow or swim speed, you can breathe while burrowing or swimming. If the creature moves 1,000 feet or more from you, the spell ends. If the creature has more than one of these types of movement, you select one from the types available to the creature.</p><h>Mythic Enhanced</h><p>The speed of the movement form provided by the spell increases by 30 feet. This adjustment is treated as an enhancement bonus. You gain a bonus on Perception and Survival skill checks attempted against the selected creature. This is a sacred bonus if you're good or a profane bonus if you're evil; if you're neutral, choose either the sacred or profane bonus.</p>
Dragon's Breath	Dragon's Breath	evocation [acid, cold, electricity, or fire]	alchemist 4, sorcerer/wizard 4	1 standard action	V, S, M (a dragon scale)	30 ft. or 60 ft.	cone-shaped burst or line	instantaneous	Reflex half	yes	<h>Normal Use</h><p>You breathe out a blast of energy. Creatures in the affected area take 1d6 points of energy damage per caster level (maximum of 12d6). A successful Reflex save results in half damage. The spell's effect and energy type depend on the type of dragon scale used:</p><p><i>Black dragon:</i> 60-foot line of acid.</p><p><i>Blue or bronze dragon:</i> 60-foot line of electricity.</p><p><i>Green dragon:</i> 30-foot cone of acid.</p><p><i>Gold or red dragon:</i> 30-foot cone of fire.</p><p><i>Silver or white dragon:</i> 30-foot cone of cold.</p><p><i>Brass dragon:</i> 60-foot line of fire.</p><p><i>Copper dragon:</i> 60-foot line of acid.</p>	<h>Mythic Enhanced</h><p>The spell's duration changes to 1 minute/level or until discharged. You can use the breath weapon up to three times during this duration. On the round you cast the spell, using the breath weapon is a free action; later uses require a standard action. You must wait 1d4 rounds between each use of the breath weapon. All uses for a particular casting have the same range, area, and energy type. You can have only one <i>dragon's breath</i> spell in effect at a time; casting a new one ends the previous one.</p>	<h>Normal Use</h><p>You breathe out a blast of energy. Creatures in the affected area take 1d6 points of energy damage per caster level (maximum of 12d6). A successful Reflex save results in half damage. The spell's effect and energy type depend on the type of dragon scale used:</p><p><i>Black dragon:</i> 60-foot line of acid.</p><p><i>Blue or bronze dragon:</i> 60-foot line of electricity.</p><p><i>Green dragon:</i> 30-foot cone of acid.</p><p><i>Gold or red dragon:</i> 30-foot cone of fire.</p><p><i>Silver or white dragon:</i> 30-foot cone of cold.</p><p><i>Brass dragon:</i> 60-foot line of fire.</p><p><i>Copper dragon:</i> 60-foot line of acid.</p><h>Mythic Enhanced</h><p>The spell's duration changes to 1 minute/level or until discharged. You can use the breath weapon up to three times during this duration. On the round you cast the spell, using the breath weapon is a free action; later uses require a standard action. You must wait 1d4 rounds between each use of the breath weapon. All uses for a particular casting have the same range, area, and energy type. You can have only one <i>dragon's breath</i> spell in effect at a time; casting a new one ends the previous one.</p>
Elemental Body I	Elemental Body I	transmutation (polymorph)	sorcerer/wizard 4	1 standard action	V, S, M (the element you plan to assume)	personal	you	1 min/level (D)	none	none	<h>Normal Use</h><p>When you cast this spell, you can assume the form of a Small air, earth, fire, or water elemental. The abilities you gain depend upon the type of elemental into which you change. Elemental abilities based on size, such as burn, vortex, and whirlwind, use the size of the elemental you transform into to determine their effect.</p><p><i>Air elemental</i>: If the form you take is that of a Small air elemental, you gain a +2 size bonus to your Dexterity and a +2 natural armor bonus. You also gain fly 60 feet (perfect), darkvision 60 feet, and the ability to create a whirlwind.</p><p><i>Earth elemental</i>: If the form you take is that of a Small earth elemental, you gain a +2 size bonus to your Strength and a +4 natural armor bonus. You also gain darkvision 60 feet, and the ability to earth glide.</p><p><i>Fire elemental</i>: If the form you take is that of a Small fire elemental, you gain a +2 size bonus to your Dexterity and a +2 natural armor bonus. You gain darkvision 60 feet, resist fire 20, vulnerability to cold, and the burn ability.</p><p><i>Water elemental</i>: If the form you take is that of a Small water elemental, you gain a +2 size bonus to your Constitution and a +4 natural armor bonus. You also gain swim 60 feet, darkvision 60 feet, the ability to create a vortex, and the ability to breathe water.</p>	<h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>	<h>Normal Use</h><p>When you cast this spell, you can assume the form of a Small air, earth, fire, or water elemental. The abilities you gain depend upon the type of elemental into which you change. Elemental abilities based on size, such as burn, vortex, and whirlwind, use the size of the elemental you transform into to determine their effect.</p><p><i>Air elemental</i>: If the form you take is that of a Small air elemental, you gain a +2 size bonus to your Dexterity and a +2 natural armor bonus. You also gain fly 60 feet (perfect), darkvision 60 feet, and the ability to create a whirlwind.</p><p><i>Earth elemental</i>: If the form you take is that of a Small earth elemental, you gain a +2 size bonus to your Strength and a +4 natural armor bonus. You also gain darkvision 60 feet, and the ability to earth glide.</p><p><i>Fire elemental</i>: If the form you take is that of a Small fire elemental, you gain a +2 size bonus to your Dexterity and a +2 natural armor bonus. You gain darkvision 60 feet, resist fire 20, vulnerability to cold, and the burn ability.</p><p><i>Water elemental</i>: If the form you take is that of a Small water elemental, you gain a +2 size bonus to your Constitution and a +4 natural armor bonus. You also gain swim 60 feet, darkvision 60 feet, the ability to create a vortex, and the ability to breathe water.</p><h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>
Elemental Body II	Elemental Body II	transmutation (polymorph)	sorcerer/wizard 5	1 standard action	V, S, M (the element you plan to assume)	personal	you	1 min/level (D)	none	none	<h>Normal Use</h><p>This spell functions as <i>elemental body I, </i>except that it also allows you to assume the form of a Medium air, earth, fire, or water elemental. The abilities you gain depend upon the elemental.</p><p><i>Air elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity and a +3 natural armor bonus. </p><p><i>Earth elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Strength and a +5 natural armor bonus. </p><p><i>Fire elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity and a +3 natural armor bonus.</p><p><i>Water elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Constitution and a +5 natural armor bonus. </p>	<h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>	<h>Normal Use</h><p>This spell functions as <i>elemental body I, </i>except that it also allows you to assume the form of a Medium air, earth, fire, or water elemental. The abilities you gain depend upon the elemental.</p><p><i>Air elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity and a +3 natural armor bonus. </p><p><i>Earth elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Strength and a +5 natural armor bonus. </p><p><i>Fire elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity and a +3 natural armor bonus.</p><p><i>Water elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Constitution and a +5 natural armor bonus. </p><h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>
Elemental Body III	Elemental Body III	transmutation (polymorph)	sorcerer/wizard 6	1 standard action	V, S, M (the element you plan to assume)	personal	you	1 min/level (D)	none	none	<h>Normal Use</h><p>This spell functions as <i>elemental body II, </i>except that it also allows you to assume the form of a Large air, earth, fire, or water elemental. The abilities you gain depend upon the type of elemental into which you change. You are also immune to bleed damage, critical hits, and sneak attacks while in elemental form.</p><p><i>Air elemental</i>: As <i>elemental body I</i> except that you gain a +2 size bonus to your Strength, +4 size bonus to your Dexterity, and a +4 natural armor bonus. </p><p><i>Earth elemental</i>: As <i>elemental body I</i> except that you gain a +6 size bonus to your Strength, a -2 penalty on your Dexterity, a +2 size bonus to your Constitution, and a +6 natural armor bonus. </p><p><i>Fire elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity, a +2 size bonus to your Constitution, and a +4 natural armor bonus.</p><p><i>Water elemental</i>: As <i>elemental body I</i> except that you gain a +2 size bonus to your Strength, a -2 penalty on your Dexterity, a +6 size bonus to your Constitution, and a +6 natural armor bonus. </p>	<h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>	<h>Normal Use</h><p>This spell functions as <i>elemental body II, </i>except that it also allows you to assume the form of a Large air, earth, fire, or water elemental. The abilities you gain depend upon the type of elemental into which you change. You are also immune to bleed damage, critical hits, and sneak attacks while in elemental form.</p><p><i>Air elemental</i>: As <i>elemental body I</i> except that you gain a +2 size bonus to your Strength, +4 size bonus to your Dexterity, and a +4 natural armor bonus. </p><p><i>Earth elemental</i>: As <i>elemental body I</i> except that you gain a +6 size bonus to your Strength, a -2 penalty on your Dexterity, a +2 size bonus to your Constitution, and a +6 natural armor bonus. </p><p><i>Fire elemental</i>: As <i>elemental body I</i> except that you gain a +4 size bonus to your Dexterity, a +2 size bonus to your Constitution, and a +4 natural armor bonus.</p><p><i>Water elemental</i>: As <i>elemental body I</i> except that you gain a +2 size bonus to your Strength, a -2 penalty on your Dexterity, a +6 size bonus to your Constitution, and a +6 natural armor bonus. </p><h>Mythic Enhanced</h><p>Each <i>mythic elemental body</i> spell must be learned individually, and you must know the respective non-mythic <i>elemental body</i> spell to learn its mythic version. You don't have to learn them in order, and aren't required to know a lower-level <i>mythic elemental body</i> spell before you learn a higher-level one (for example, you can learn <i>mythic elemental body II </i>if you know <i>elemental body II</i>, even if you don't know <i>mythic elemental body I</i>). Each <i>mythic elemental body</i> spell adds the following benefits to its respective non-mythic version.</p><p>The spell's bonuses to ability scores increase by 2, the natural armor bonus increases by 1, and the ability score penalties decrease by 2 (minimum penalty of 0). There is a 50% chance any critical hit or sneak attack against you is treated as a normal hit, as if you were wearing <i>medium fortification</i> armor.</p><p><h>Mythic Augmented (3rd)</h>: If you expend two uses of mythic power, the ability score bonuses increase by an additional 2. You can also, a number of times equal to your tier, add half your tier to the DC of one spell you cast with an energy descriptor that matches your elemental type (air: electricity, earth: acid, fire: fire, water: cold).</p>
